area_id,ocd_id,name,country,state,city,district_type,parent_area_id
576,ocd-division/country:mx/state:cs/loc:14,Diputación del Distrito Local 14 CHIAPAS,MX,CHP,"CINTALAPA, JIQUIPILAS, OCOZOCOAUTLA DE ESPINOSA, SUCHIAPA",5,-1,
577,ocd-division/country:mx/state:cs/loc:15,Diputación del Distrito Local 15 CHIAPAS,MX,CHP,"ARRIAGA, TONALA, VILLAFLORES",5,-1,
578,ocd-division/country:mx/state:cs/loc:16,Diputación del Distrito Local 16 CHIAPAS,MX,CHP,"HUEHUETAN, HUIXTLA, MAZATAN, TAPACHULA, TUZANTAN",5,-1,
579,ocd-division/country:mx/state:cs/loc:17,Diputación del Distrito Local 17 CHIAPAS,MX,CHP,"AMATENANGO DE LA FRONTERA, BEJUCAL DE OCAMPO, BELLA VISTA, CHICOMUSELO, LA GRANDEZA, MAZAPA DE MADERO, MOTOZINTLA, EL PORVENIR",5,-1,
580,ocd-division/country:mx/state:cs/loc:18,Diputación del Distrito Local 18 CHIAPAS,MX,CHP,"ACACOYAGUA, ACAPETAHUA, ESCUINTLA, MAPASTEPEC, PIJIJIAPAN, VILLACOMALTITLAN",5,-1,
581,ocd-division/country:mx/state:cs/loc:19,Diputación del Distrito Local 19 CHIAPAS,MX,CHP,TAPACHULA,5,-1,
582,ocd-division/country:mx/state:cs/loc:20,Diputación del Distrito Local 20 CHIAPAS,MX,CHP,"ALTAMIRANO, AMATENANGO DEL VALLE, CHANAL, LAS MARGARITAS, OCOSINGO, BENEMERITO DE LAS AMERICAS, MARAVILLA TENEJAPA, MARQUES DE COMILLAS",5,-1,
583,ocd-division/country:mx/state:cs/loc:21,Diputación del Distrito Local 21 CHIAPAS,MX,CHP,"CHALCHIHUITAN, CHENALHO, LARRAINZAR, MITONTIC, OXCHUC, PANTELHO, TENEJAPA, ALDAMA, SANTIAGO EL PINAR",5,-1,
584,ocd-division/country:mx/state:cs/loc:22,Diputación del Distrito Local 22 CHIAPAS,MX,CHP,"CHAMULA, HUIXTAN, IXTAPA, SAN CRISTOBAL DE LAS CASAS, TEOPISCA, ZINACANTAN",5,-1,
585,ocd-division/country:mx/state:cs/loc:23,Diputación del Distrito Local 23 CHIAPAS,MX,CHP,"ANGEL ALBINO CORZO, LA CONCORDIA, SILTEPEC, VILLA CORZO, MONTECRISTO DE GUERRERO",5,-1,
586,ocd-division/country:mx/state:cs/loc:24,Diputación del Distrito Local 24 CHIAPAS,MX,CHP,"CACAHOATAN, FRONTERA HIDALGO, METAPA, SUCHIATE, TAPACHULA, TUXTLA CHICO, UNION JUAREZ",5,-1,
587,ocd-division/country:mx/state:ch/loc:1,Diputación del Distrito Local 1 CHIHUAHUA,MX,CHH,"ASCENSION, CASAS GRANDES, GALEANA, GOMEZ FARIAS, IGNACIO ZARAGOZA, JANOS, MADERA, NUEVO CASAS GRANDES",5,-1,
588,ocd-division/country:mx/state:ch/loc:2,Diputación del Distrito Local 2 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
589,ocd-division/country:mx/state:ch/loc:3,Diputación del Distrito Local 3 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
590,ocd-division/country:mx/state:ch/loc:4,Diputación del Distrito Local 4 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
591,ocd-division/country:mx/state:ch/loc:5,Diputación del Distrito Local 5 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
592,ocd-division/country:mx/state:ch/loc:6,Diputación del Distrito Local 6 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
593,ocd-division/country:mx/state:ch/loc:7,Diputación del Distrito Local 7 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
594,ocd-division/country:mx/state:ch/loc:8,Diputación del Distrito Local 8 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
595,ocd-division/country:mx/state:ch/loc:9,Diputación del Distrito Local 9 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
596,ocd-division/country:mx/state:ch/loc:10,Diputación del Distrito Local 10 CHIHUAHUA,MX,CHH,JUAREZ,5,-1,
597,ocd-division/country:mx/state:ch/loc:11,Diputación del Distrito Local 11 CHIHUAHUA,MX,CHH,"AHUMADA, ALDAMA, AQUILES SERDAN, BUENAVENTURA, COYAME DEL SOTOL, GUADALUPE, JULIMES, MANUEL BENAVIDES, MEOQUI, OJINAGA, PRAXEDIS G. GUERRERO",5,-1,
598,ocd-division/country:mx/state:ch/loc:12,Diputación del Distrito Local 12 CHIHUAHUA,MX,CHH,CHIHUAHUA,5,-1,
599,ocd-division/country:mx/state:ch/loc:13,Diputación del Distrito Local 13 CHIHUAHUA,MX,CHH,"BACHINIVA, BOCOYNA, CUSIHUIRIACHI, CHINIPAS, GUAZAPARES, GUERRERO, MAGUARICHI, MATACHI, MORIS, NAMIQUIPA, OCAMPO, TEMOSACHIC, URUACHI",5,-1,
600,ocd-division/country:mx/state:ch/loc:14,Diputación del Distrito Local 14 CHIHUAHUA,MX,CHH,"CUAUHTEMOC, RIVA PALACIO",5,-1,
601,ocd-division/country:mx/state:ch/loc:15,Diputación del Distrito Local 15 CHIHUAHUA,MX,CHH,CHIHUAHUA,5,-1,
602,ocd-division/country:mx/state:ch/loc:16,Diputación del Distrito Local 16 CHIHUAHUA,MX,CHH,CHIHUAHUA,5,-1,
603,ocd-division/country:mx/state:ch/loc:17,Diputación del Distrito Local 17 CHIHUAHUA,MX,CHH,CHIHUAHUA,5,-1,
604,ocd-division/country:mx/state:ch/loc:18,Diputación del Distrito Local 18 CHIHUAHUA,MX,CHH,CHIHUAHUA,5,-1,
605,ocd-division/country:mx/state:ch/loc:19,Diputación del Distrito Local 19 CHIHUAHUA,MX,CHH,"DELICIAS, ROSALES",5,-1,
606,ocd-division/country:mx/state:ch/loc:20,Diputación del Distrito Local 20 CHIHUAHUA,MX,CHH,"ALLENDE, CAMARGO, CORONADO, LA CRUZ, JIMENEZ, LOPEZ, SAN FRANCISCO DE CONCHOS, SAUCILLO",5,-1,
607,ocd-division/country:mx/state:ch/loc:21,Diputación del Distrito Local 21 CHIHUAHUA,MX,CHH,"DR. BELISARIO DOMINGUEZ, SANTA ISABEL, GRAN MORELOS, HIDALGO DEL PARRAL, HUEJOTITAN, MATAMOROS, NONOAVA, ROSARIO, SAN FRANCISCO DE BORJA, SAN FRANCISCO DEL ORO, SANTA BARBARA, SATEVO, EL TULE, VALLE DE ZARAGOZA",5,-1,
608,ocd-division/country:mx/state:ch/loc:22,Diputación del Distrito Local 22 CHIHUAHUA,MX,CHH,"BALLEZA, BATOPILAS DE MANUEL GOMEZ MORIN, CARICHI, GUACHOCHI, GUADALUPE Y CALVO, MORELOS, URIQUE",5,-1,
609,ocd-division/country:mx/state:df/loc:1,Diputación del Distrito Local 1 CIUDAD DE MÉXICO,MX,CMX,GUSTAVO A. MADERO,5,-1,
610,ocd-division/country:mx/state:df/loc:2,Diputación del Distrito Local 2 CIUDAD DE MÉXICO,MX,CMX,GUSTAVO A. MADERO,5,-1,
611,ocd-division/country:mx/state:df/loc:3,Diputación del Distrito Local 3 CIUDAD DE MÉXICO,MX,CMX,AZCAPOTZALCO,5,-1,
612,ocd-division/country:mx/state:df/loc:4,Diputación del Distrito Local 4 CIUDAD DE MÉXICO,MX,CMX,GUSTAVO A. MADERO,5,-1,
613,ocd-division/country:mx/state:df/loc:5,Diputación del Distrito Local 5 CIUDAD DE MÉXICO,MX,CMX,"AZCAPOTZALCO, MIGUEL HIDALGO",5,-1,
614,ocd-division/country:mx/state:df/loc:6,Diputación del Distrito Local 6 CIUDAD DE MÉXICO,MX,CMX,GUSTAVO A. MADERO,5,-1,
615,ocd-division/country:mx/state:df/loc:7,Diputación del Distrito Local 7 CIUDAD DE MÉXICO,MX,CMX,"MILPA ALTA, TLAHUAC",5,-1,
616,ocd-division/country:mx/state:df/loc:8,Diputación del Distrito Local 8 CIUDAD DE MÉXICO,MX,CMX,TLAHUAC,5,-1,
617,ocd-division/country:mx/state:df/loc:9,Diputación del Distrito Local 9 CIUDAD DE MÉXICO,MX,CMX,CUAUHTEMOC,5,-1,
618,ocd-division/country:mx/state:df/loc:10,Diputación del Distrito Local 10 CIUDAD DE MÉXICO,MX,CMX,VENUSTIANO CARRANZA,5,-1,
619,ocd-division/country:mx/state:df/loc:11,Diputación del Distrito Local 11 CIUDAD DE MÉXICO,MX,CMX,"IZTACALCO, VENUSTIANO CARRANZA",5,-1,
620,ocd-division/country:mx/state:df/loc:12,Diputación del Distrito Local 12 CIUDAD DE MÉXICO,MX,CMX,CUAUHTEMOC,5,-1,
621,ocd-division/country:mx/state:df/loc:13,Diputación del Distrito Local 13 CIUDAD DE MÉXICO,MX,CMX,MIGUEL HIDALGO,5,-1,
622,ocd-division/country:mx/state:df/loc:14,Diputación del Distrito Local 14 CIUDAD DE MÉXICO,MX,CMX,TLALPAN,5,-1,
623,ocd-division/country:mx/state:df/loc:15,Diputación del Distrito Local 15 CIUDAD DE MÉXICO,MX,CMX,IZTACALCO,5,-1,
624,ocd-division/country:mx/state:df/loc:16,Diputación del Distrito Local 16 CIUDAD DE MÉXICO,MX,CMX,TLALPAN,5,-1,
625,ocd-division/country:mx/state:df/loc:17,Diputación del Distrito Local 17 CIUDAD DE MÉXICO,MX,CMX,BENITO JUAREZ,5,-1,
626,ocd-division/country:mx/state:df/loc:18,Diputación del Distrito Local 18 CIUDAD DE MÉXICO,MX,CMX,ALVARO OBREGON,5,-1,
627,ocd-division/country:mx/state:df/loc:19,Diputación del Distrito Local 19 CIUDAD DE MÉXICO,MX,CMX,"TLALPAN, XOCHIMILCO",5,-1,
628,ocd-division/country:mx/state:df/loc:20,Diputación del Distrito Local 20 CIUDAD DE MÉXICO,MX,CMX,"CUAJIMALPA DE MORELOS, ALVARO OBREGON",5,-1,
629,ocd-division/country:mx/state:df/loc:21,Diputación del Distrito Local 21 CIUDAD DE MÉXICO,MX,CMX,IZTAPALAPA,5,-1,
630,ocd-division/country:mx/state:df/loc:22,Diputación del Distrito Local 22 CIUDAD DE MÉXICO,MX,CMX,IZTAPALAPA,5,-1,
631,ocd-division/country:mx/state:df/loc:23,Diputación del Distrito Local 23 CIUDAD DE MÉXICO,MX,CMX,ALVARO OBREGON,5,-1,
632,ocd-division/country:mx/state:df/loc:24,Diputación del Distrito Local 24 CIUDAD DE MÉXICO,MX,CMX,IZTAPALAPA,5,-1,
633,ocd-division/country:mx/state:df/loc:25,Diputación del Distrito Local 25 CIUDAD DE MÉXICO,MX,CMX,XOCHIMILCO,5,-1,
634,ocd-division/country:mx/state:df/loc:26,Diputación del Distrito Local 26 CIUDAD DE MÉXICO,MX,CMX,"COYOACAN, BENITO JUAREZ",5,-1,
635,ocd-division/country:mx/state:df/loc:27,Diputación del Distrito Local 27 CIUDAD DE MÉXICO,MX,CMX,IZTAPALAPA,5,-1,
636,ocd-division/country:mx/state:df/loc:28,Diputación del Distrito Local 28 CIUDAD DE MÉXICO,MX,CMX,IZTAPALAPA,5,-1,
637,ocd-division/country:mx/state:df/loc:29,Diputación del Distrito Local 29 CIUDAD DE MÉXICO,MX,CMX,IZTAPALAPA,5,-1,
638,ocd-division/country:mx/state:df/loc:30,Diputación del Distrito Local 30 CIUDAD DE MÉXICO,MX,CMX,COYOACAN,5,-1,
639,ocd-division/country:mx/state:df/loc:31,Diputación del Distrito Local 31 CIUDAD DE MÉXICO,MX,CMX,IZTAPALAPA,5,-1,
640,ocd-division/country:mx/state:df/loc:32,Diputación del Distrito Local 32 CIUDAD DE MÉXICO,MX,CMX,COYOACAN,5,-1,
641,ocd-division/country:mx/state:df/loc:33,Diputación del Distrito Local 33 CIUDAD DE MÉXICO,MX,CMX,LA MAGDALENA CONTRERAS,5,-1,
642,ocd-division/country:mx/state:dg/loc:1,Diputación del Distrito Local 1 DURANGO,MX,DUR,DURANGO,5,-1,
643,ocd-division/country:mx/state:dg/loc:2,Diputación del Distrito Local 2 DURANGO,MX,DUR,DURANGO,5,-1,
644,ocd-division/country:mx/state:dg/loc:3,Diputación del Distrito Local 3 DURANGO,MX,DUR,DURANGO,5,-1,
645,ocd-division/country:mx/state:dg/loc:4,Diputación del Distrito Local 4 DURANGO,MX,DUR,DURANGO,5,-1,
646,ocd-division/country:mx/state:dg/loc:5,Diputación del Distrito Local 5 DURANGO,MX,DUR,DURANGO,5,-1,
647,ocd-division/country:mx/state:dg/loc:6,Diputación del Distrito Local 6 DURANGO,MX,DUR,"CANATLAN, PUEBLO NUEVO, SAN DIMAS",5,-1,
648,ocd-division/country:mx/state:dg/loc:7,Diputación del Distrito Local 7 DURANGO,MX,DUR,"CANELAS, OTAEZ, SANTIAGO PAPASQUIARO, TAMAZULA, TEPEHUANES, TOPIA",5,-1,
649,ocd-division/country:mx/state:dg/loc:8,Diputación del Distrito Local 8 DURANGO,MX,DUR,"CONETO DE COMONFORT, GUANACEVI, INDE, NUEVO IDEAL, OCAMPO, EL ORO, PANUCO DE CORONADO, RODEO, SAN BERNARDO, SAN JUAN DEL RIO",5,-1,
650,ocd-division/country:mx/state:dg/loc:9,Diputación del Distrito Local 9 DURANGO,MX,DUR,"HIDALGO, LERDO, MAPIMI, NAZAS, SAN LUIS DEL CORDERO, SAN PEDRO DEL GALLO, TLAHUALILO",5,-1,
651,ocd-division/country:mx/state:dg/loc:10,Diputación del Distrito Local 10 DURANGO,MX,DUR,GOMEZ PALACIO,5,-1,
652,ocd-division/country:mx/state:dg/loc:11,Diputación del Distrito Local 11 DURANGO,MX,DUR,GOMEZ PALACIO,5,-1,
653,ocd-division/country:mx/state:dg/loc:12,Diputación del Distrito Local 12 DURANGO,MX,DUR,GOMEZ PALACIO,5,-1,
654,ocd-division/country:mx/state:dg/loc:13,Diputación del Distrito Local 13 DURANGO,MX,DUR,LERDO,5,-1,
655,ocd-division/country:mx/state:dg/loc:14,Diputación del Distrito Local 14 DURANGO,MX,DUR,"CUENCAME, SIMON BOLIVAR, GUADALUPE VICTORIA, PEÑON BLANCO, SAN JUAN DE GUADALUPE, SANTA CLARA",5,-1,
656,ocd-division/country:mx/state:dg/loc:15,Diputación del Distrito Local 15 DURANGO,MX,DUR,"MEZQUITAL, NOMBRE DE DIOS, POANAS, SUCHIL, VICENTE GUERRERO",5,-1,
657,ocd-division/country:mx/state:gt/loc:1,Diputación del Distrito Local 1 GUANAJUATO,MX,GUA,"DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, OCAMPO, SAN DIEGO DE LA UNION, SAN FELIPE",5,-1,
658,ocd-division/country:mx/state:gt/loc:2,Diputación del Distrito Local 2 GUANAJUATO,MX,GUA,"ATARJEA, DOCTOR MORA, SAN JOSE ITURBIDE, SAN LUIS DE LA PAZ, SANTA CATARINA, TIERRA BLANCA, VICTORIA, XICHU",5,-1,
659,ocd-division/country:mx/state:gt/loc:3,Diputación del Distrito Local 3 GUANAJUATO,MX,GUA,LEON,5,-1,
660,ocd-division/country:mx/state:gt/loc:4,Diputación del Distrito Local 4 GUANAJUATO,MX,GUA,LEON,5,-1,
661,ocd-division/country:mx/state:gt/loc:5,Diputación del Distrito Local 5 GUANAJUATO,MX,GUA,LEON,5,-1,
662,ocd-division/country:mx/state:gt/loc:6,Diputación del Distrito Local 6 GUANAJUATO,MX,GUA,LEON,5,-1,
663,ocd-division/country:mx/state:gt/loc:7,Diputación del Distrito Local 7 GUANAJUATO,MX,GUA,LEON,5,-1,
664,ocd-division/country:mx/state:gt/loc:8,Diputación del Distrito Local 8 GUANAJUATO,MX,GUA,"DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL, GUANAJUATO",5,-1,
665,ocd-division/country:mx/state:gt/loc:9,Diputación del Distrito Local 9 GUANAJUATO,MX,GUA,"SAN MIGUEL DE ALLENDE, APASEO EL GRANDE",5,-1,
666,ocd-division/country:mx/state:gt/loc:10,Diputación del Distrito Local 10 GUANAJUATO,MX,GUA,"MANUEL DOBLADO, CUERAMARO, PURISIMA DEL RINCON, SAN FRANCISCO DEL RINCON",5,-1,
667,ocd-division/country:mx/state:gt/loc:11,Diputación del Distrito Local 11 GUANAJUATO,MX,GUA,IRAPUATO,5,-1,
668,ocd-division/country:mx/state:gt/loc:12,Diputación del Distrito Local 12 GUANAJUATO,MX,GUA,IRAPUATO,5,-1,
669,ocd-division/country:mx/state:gt/loc:13,Diputación del Distrito Local 13 GUANAJUATO,MX,GUA,"ROMITA, SILAO DE LA VICTORIA",5,-1,
670,ocd-division/country:mx/state:gt/loc:14,Diputación del Distrito Local 14 GUANAJUATO,MX,GUA,SALAMANCA,5,-1,
671,ocd-division/country:mx/state:gt/loc:15,Diputación del Distrito Local 15 GUANAJUATO,MX,GUA,"CELAYA, TARIMORO",5,-1,
672,ocd-division/country:mx/state:gt/loc:16,Diputación del Distrito Local 16 GUANAJUATO,MX,GUA,CELAYA,5,-1,
673,ocd-division/country:mx/state:gt/loc:17,Diputación del Distrito Local 17 GUANAJUATO,MX,GUA,"COMONFORT, SANTA CRUZ DE JUVENTINO ROSAS, VILLAGRAN",5,-1,
674,ocd-division/country:mx/state:gt/loc:18,Diputación del Distrito Local 18 GUANAJUATO,MX,GUA,"ABASOLO, HUANIMARO, PENJAMO, PUEBLO NUEVO",5,-1,
675,ocd-division/country:mx/state:gt/loc:19,Diputación del Distrito Local 19 GUANAJUATO,MX,GUA,"CORTAZAR, JARAL DEL PROGRESO, VALLE DE SANTIAGO",5,-1,
676,ocd-division/country:mx/state:gt/loc:20,Diputación del Distrito Local 20 GUANAJUATO,MX,GUA,"MOROLEON, SALVATIERRA, SANTIAGO MARAVATIO, URIANGATO, YURIRIA",5,-1,
677,ocd-division/country:mx/state:gt/loc:21,Diputación del Distrito Local 21 GUANAJUATO,MX,GUA,LEON,5,-1,
678,ocd-division/country:mx/state:gt/loc:22,Diputación del Distrito Local 22 GUANAJUATO,MX,GUA,"ACAMBARO, APASEO EL ALTO, CORONEO, JERECUARO, TARANDACUAO",5,-1,
679,ocd-division/country:mx/state:gr/loc:1,Diputación del Distrito Local 1 GUERRERO,MX,GRO,CHILPANCINGO DE LOS BRAVO,5,-1,
680,ocd-division/country:mx/state:gr/loc:2,Diputación del Distrito Local 2 GUERRERO,MX,GRO,CHILPANCINGO DE LOS BRAVO,5,-1,
681,ocd-division/country:mx/state:gr/loc:3,Diputación del Distrito Local 3 GUERRERO,MX,GRO,ACAPULCO DE JUAREZ,5,-1,
682,ocd-division/country:mx/state:gr/loc:4,Diputación del Distrito Local 4 GUERRERO,MX,GRO,ACAPULCO DE JUAREZ,5,-1,
683,ocd-division/country:mx/state:gr/loc:5,Diputación del Distrito Local 5 GUERRERO,MX,GRO,ACAPULCO DE JUAREZ,5,-1,
684,ocd-division/country:mx/state:gr/loc:6,Diputación del Distrito Local 6 GUERRERO,MX,GRO,ACAPULCO DE JUAREZ,5,-1,
685,ocd-division/country:mx/state:gr/loc:7,Diputación del Distrito Local 7 GUERRERO,MX,GRO,ACAPULCO DE JUAREZ,5,-1,
686,ocd-division/country:mx/state:gr/loc:8,Diputación del Distrito Local 8 GUERRERO,MX,GRO,"ACAPULCO DE JUAREZ, COYUCA DE BENITEZ",5,-1,
687,ocd-division/country:mx/state:gr/loc:9,Diputación del Distrito Local 9 GUERRERO,MX,GRO,ACAPULCO DE JUAREZ,5,-1,
688,ocd-division/country:mx/state:gr/loc:10,Diputación del Distrito Local 10 GUERRERO,MX,GRO,"ATOYAC DE ALVAREZ, BENITO JUAREZ, TECPAN DE GALEANA",5,-1,
689,ocd-division/country:mx/state:gr/loc:11,Diputación del Distrito Local 11 GUERRERO,MX,GRO,"ZIHUATANEJO DE AZUETA, PETATLAN, TECPAN DE GALEANA",5,-1,
690,ocd-division/country:mx/state:gr/loc:12,Diputación del Distrito Local 12 GUERRERO,MX,GRO,"COAHUAYUTLA DE JOSE MARIA IZAZAGA, ZIHUATANEJO DE AZUETA, LA UNION DE ISIDORO MONTES DE OCA",5,-1,
691,ocd-division/country:mx/state:gr/loc:13,Diputación del Distrito Local 13 GUERRERO,MX,GRO,"JUAN R. ESCUDERO, SAN MARCOS, TECOANAPA",5,-1,
692,ocd-division/country:mx/state:gr/loc:14,Diputación del Distrito Local 14 GUERRERO,MX,GRO,"AYUTLA DE LOS LIBRES, COPALA, CUAUTEPEC, FLORENCIO VILLARREAL",5,-1,
693,ocd-division/country:mx/state:gr/loc:15,Diputación del Distrito Local 15 GUERRERO,MX,GRO,"AZOYU, CUAJINICUILAPA, IGUALAPA, METLATONOC, SAN LUIS ACATLAN, MARQUELIA, JUCHITAN",5,-1,
694,ocd-division/country:mx/state:gr/loc:16,Diputación del Distrito Local 16 GUERRERO,MX,GRO,"OMETEPEC, TLACOACHISTLAHUACA, XOCHISTLAHUACA",5,-1,
695,ocd-division/country:mx/state:gr/loc:17,Diputación del Distrito Local 17 GUERRERO,MX,GRO,"AJUCHITLAN DEL PROGRESO, COYUCA DE CATALAN, SAN MIGUEL TOTOLAPAN, ZIRANDARO",5,-1,
696,ocd-division/country:mx/state:gr/loc:18,Diputación del Distrito Local 18 GUERRERO,MX,GRO,"ARCELIA, CUTZAMALA DE PINZON, PUNGARABATO, TLALCHAPA, TLAPEHUALA",5,-1,
697,ocd-division/country:mx/state:gr/loc:19,Diputación del Distrito Local 19 GUERRERO,MX,GRO,"EDUARDO NERI, GENERAL HELIODORO CASTILLO, LEONARDO BRAVO",5,-1,
698,ocd-division/country:mx/state:gr/loc:20,Diputación del Distrito Local 20 GUERRERO,MX,GRO,"APAXTLA, COCULA, CUETZALA DEL PROGRESO, GENERAL CANUTO A. NERI, IXCATEOPAN DE CUAUHTEMOC, PEDRO ASCENCIO ALQUISIRAS, TELOLOAPAN",5,-1,
699,ocd-division/country:mx/state:gr/loc:21,Diputación del Distrito Local 21 GUERRERO,MX,GRO,"PILCAYA, TAXCO DE ALARCON, TETIPAC",5,-1,
700,ocd-division/country:mx/state:gr/loc:22,Diputación del Distrito Local 22 GUERRERO,MX,GRO,IGUALA DE LA INDEPENDENCIA,5,-1,
701,ocd-division/country:mx/state:gr/loc:23,Diputación del Distrito Local 23 GUERRERO,MX,GRO,"ATENANGO DEL RIO, BUENAVISTA DE CUELLAR, COPALILLO, HUITZUCO DE LOS FIGUEROA, IGUALA DE LA INDEPENDENCIA, TEPECOACUILCO DE TRUJANO",5,-1,
702,ocd-division/country:mx/state:gr/loc:24,Diputación del Distrito Local 24 GUERRERO,MX,GRO,"MARTIR DE CUILAPAN, MOCHITLAN, QUECHULTENANGO, TIXTLA DE GUERRERO, ZITLALA",5,-1,
703,ocd-division/country:mx/state:gr/loc:25,Diputación del Distrito Local 25 GUERRERO,MX,GRO,"CHILAPA DE ALVAREZ, JOSE JOAQUIN DE HERRERA",5,-1,
704,ocd-division/country:mx/state:gr/loc:26,Diputación del Distrito Local 26 GUERRERO,MX,GRO,"AHUACUOTZINGO, ATLIXTAC, COPANATOYAC, TLACOAPA, ZAPOTITLAN TABLAS, ACATEPEC",5,-1,
705,ocd-division/country:mx/state:gr/loc:27,Diputación del Distrito Local 27 GUERRERO,MX,GRO,"ALPOYECA, CUALAC, HUAMUXTITLAN, OLINALA, TLALIXTAQUILLA DE MALDONADO, TLAPA DE COMONFORT, XOCHIHUEHUETLAN",5,-1,
706,ocd-division/country:mx/state:gr/loc:28,Diputación del Distrito Local 28 GUERRERO,MX,GRO,"ALCOZAUCA DE GUERRERO, ATLAMAJALCINGO DEL MONTE, MALINALTEPEC, METLATONOC, SAN LUIS ACATLAN, TLAPA DE COMONFORT, XALPATLAHUAC, ILIATENCO, COCHOAPA EL GRANDE",5,-1,
707,ocd-division/country:mx/state:hg/loc:1,Diputación del Distrito Local 1 HIDALGO,MX,HID,"ALFAJAYUCAN, CHAPULHUACAN, JACALA DE LEDEZMA, LA MISION, PACULA, PISAFLORES, TASQUILLO, ZIMAPAN",5,-1,
708,ocd-division/country:mx/state:hg/loc:2,Diputación del Distrito Local 2 HIDALGO,MX,HID,"CALNALI, ELOXOCHITLAN, JUAREZ HIDALGO, LOLOTLA, METZTITLAN, MOLANGO DE ESCAMILLA, TEPEHUACAN DE GUERRERO, TIANGUISTENGO, TLAHUILTEPA, XOCHICOATLAN, ZACUALTIPAN DE ANGELES",5,-1,
709,ocd-division/country:mx/state:hg/loc:3,Diputación del Distrito Local 3 HIDALGO,MX,HID,"ATLAPEXCO, HUAZALINGO, SAN FELIPE ORIZATLAN, TLANCHINOL, XOCHIATIPAN, YAHUALICA",5,-1,
710,ocd-division/country:mx/state:hg/loc:4,Diputación del Distrito Local 4 HIDALGO,MX,HID,"HUAUTLA, HUEJUTLA DE REYES, JALTOCAN",5,-1,
711,ocd-division/country:mx/state:hg/loc:5,Diputación del Distrito Local 5 HIDALGO,MX,HID,"CARDONAL, CHILCUAUTLA, IXMIQUILPAN, NICOLAS FLORES, SANTIAGO DE ANAYA",5,-1,
712,ocd-division/country:mx/state:hg/loc:6,Diputación del Distrito Local 6 HIDALGO,MX,HID,"CHAPANTONGO, HUICHAPAN, NOPALA DE VILLAGRAN, TECOZAUTLA, TEPETITLAN, TEZONTEPEC DE ALDAMA",5,-1,
713,ocd-division/country:mx/state:hg/loc:7,Diputación del Distrito Local 7 HIDALGO,MX,HID,"AJACUBA, FRANCISCO I. MADERO, MIXQUIAHUALA DE JUAREZ, PROGRESO DE OBREGON, SAN SALVADOR",5,-1,
714,ocd-division/country:mx/state:hg/loc:8,Diputación del Distrito Local 8 HIDALGO,MX,HID,"ACTOPAN, ATOTONILCO EL GRANDE, EL ARENAL, MINERAL DEL CHICO, SAN AGUSTIN METZQUITITLAN, SAN AGUSTIN TLAXIACA",5,-1,
715,ocd-division/country:mx/state:hg/loc:9,Diputación del Distrito Local 9 HIDALGO,MX,HID,"ACATLAN, AGUA BLANCA DE ITURBIDE, HUASCA DE OCAMPO, HUEHUETLA, METEPEC, MINERAL DEL MONTE, OMITLAN DE JUAREZ, SAN BARTOLO TUTOTEPEC, TENANGO DE DORIA",5,-1,
716,ocd-division/country:mx/state:hg/loc:10,Diputación del Distrito Local 10 HIDALGO,MX,HID,"ACAXOCHITLAN, ALMOLOYA, APAN, CUAUTEPEC DE HINOJOSA, EMILIANO ZAPATA",5,-1,
717,ocd-division/country:mx/state:hg/loc:11,Diputación del Distrito Local 11 HIDALGO,MX,HID,TULANCINGO DE BRAVO,5,-1,
718,ocd-division/country:mx/state:hg/loc:12,Diputación del Distrito Local 12 HIDALGO,MX,HID,PACHUCA DE SOTO,5,-1,
719,ocd-division/country:mx/state:hg/loc:13,Diputación del Distrito Local 13 HIDALGO,MX,HID,PACHUCA DE SOTO,5,-1,
720,ocd-division/country:mx/state:hg/loc:14,Diputación del Distrito Local 14 HIDALGO,MX,HID,"TLAHUELILPAN, TLAXCOAPAN, TULA DE ALLENDE",5,-1,
721,ocd-division/country:mx/state:hg/loc:15,Diputación del Distrito Local 15 HIDALGO,MX,HID,"ATITALAQUIA, ATOTONILCO DE TULA, TEPEJI DEL RIO DE OCAMPO, TETEPANGO",5,-1,
722,ocd-division/country:mx/state:hg/loc:16,Diputación del Distrito Local 16 HIDALGO,MX,HID,"TIZAYUCA, TOLCAYUCA, VILLA DE TEZONTEPEC, ZAPOTLAN DE JUAREZ",5,-1,
723,ocd-division/country:mx/state:hg/loc:17,Diputación del Distrito Local 17 HIDALGO,MX,HID,"EPAZOYUCAN, MINERAL DE LA REFORMA",5,-1,
724,ocd-division/country:mx/state:hg/loc:18,Diputación del Distrito Local 18 HIDALGO,MX,HID,"SANTIAGO TULANTEPEC DE LUGO GUERRERO, SINGUILUCAN, TEPEAPULCO, TLANALAPA, ZEMPOALA",5,-1,
