full_name,first_name,last_name,date_birth,gender,dead_or_alive,last_degree_of_studies,contest_id
Monica Priscila Palacios Zaldivar,Monica Priscila,Palacios Zaldivar,0001-01-01,2,True,4,69,
Cecilia Miranda Firo,Cecilia,Miranda Firo,0001-01-01,2,True,6,210,
Mario Alberto Serrano Coronado,Mario Alberto,Serrano Coronado,0001-01-01,1,True,4,106,
Eric Gonzalez Ramirez,Eric,Gonzalez Ramirez,0001-01-01,1,True,4,152,
Jossue Fidel Mejia Chavez,Jossue Fidel,Mejia Chavez,0001-01-01,1,True,4,190,
Rosa Espinoza Hernandez,Rosa,Espinoza Hernandez,0001-01-01,2,True,6,240,
Gladys Jacqueline Botello Camacho,Gladys Jacqueline,Botello Camacho,0001-01-01,2,True,1,129,
Monica Huerta Hernandez,Monica,Huerta Hernandez,0001-01-01,2,True,4,260,
Margarito Arias Benitez,Margarito,Arias Benitez,0001-01-01,1,True,6,278,
Libny Gabriela Perales Quiroz,Libny Gabriela,Perales Quiroz,0001-01-01,2,True,-1,137,
Juan Armando Ruiz Hernandez,Juan Armando,Ruiz Hernandez,0001-01-01,1,True,4,291,
Marisol Muñiz Zarate,Marisol,Muñiz Zarate,0001-01-01,2,True,4,140,
Irma Del Carmen Santos Ramos,Irma Del Carmen,Santos Ramos,0001-01-01,2,True,4,35,
Veronica Miriam Barron Perez,Veronica Miriam,Barron Perez,0001-01-01,2,True,6,54,
Sandra Juarez Gonzalez,Sandra,Juarez Gonzalez,0001-01-01,2,True,4,143,
Karla Maxlinder Montesinos Santana,Karla Maxlinder,Montesinos Santana,0001-01-01,2,True,-1,144,
Dalia Hernandez Gonzalez,Dalia,Hernandez Gonzalez,0001-01-01,2,True,-1,174,
David Hurtado Ramirez,David,Hurtado Ramirez,0001-01-01,1,True,4,63,
Orlando Hernandez Rodriguez,Orlando,Hernandez Rodriguez,0001-01-01,1,True,4,69,
Enrique Moreno Martinez,Enrique,Moreno Martinez,0001-01-01,1,True,4,75,
Isidoro Fabian Cruz,Isidoro,Fabian Cruz,0001-01-01,1,True,6,89,
Uriel Mijael Oropeza Olalde,Uriel Mijael,Oropeza Olalde,0001-01-01,1,True,4,93,
Alvaro Ramirez Noguera,Alvaro,Ramirez Noguera,0001-01-01,1,True,2,129,
Thania Bustos Villareal,Thania,Bustos Villareal,0001-01-01,2,True,4,181,
Jesus Arrieta Ayala,Jesus,Arrieta Ayala,0001-01-01,1,True,4,133,
Rocio Claudia Contreras Leon,Rocio Claudia,Contreras Leon,0001-01-01,2,True,-1,183,
Edith Irahi Almazan Corral,Edith Irahi,Almazan Corral,0001-01-01,2,True,-1,210,
Joana Mariana Alvarado Anaya,Joana Mariana,Alvarado Anaya,0001-01-01,2,True,2,211,
Montserrat Peña Becerra,Montserrat,Peña Becerra,0001-01-01,2,True,2,137,
Abraham Ochoa Aguilar,Abraham,Ochoa Aguilar,0001-01-01,1,True,7,139,
Oscar Gustavo Cardenas Monroy,Oscar Gustavo,Cardenas Monroy,0001-01-01,1,True,7,152,
Zaira Taide Montoya Valenzuela,Zaira Taide,Montoya Valenzuela,0001-01-01,2,True,-1,240,
Joanna Alejandra Felipe Torres,Joanna Alejandra,Felipe Torres,0001-01-01,2,True,6,260,
Patricia Mireles Sosa,Patricia,Mireles Sosa,0001-01-01,2,True,6,141,
Ana Maria Balderas Trejo,Ana Maria,Balderas Trejo,0001-01-01,2,True,2,69,
Ana Karime Arguilez Hernandez,Ana Karime,Arguilez Hernandez,0001-01-01,2,True,6,142,
Marco Antonio Ledesma Luna,Marco Antonio,Ledesma Luna,0001-01-01,1,True,7,143,
Alejandro Chavez Vazquez,Alejandro,Chavez Vazquez,0001-01-01,1,True,-1,144,
Hector Serna Valdez,Hector,Serna Valdez,0001-01-01,1,True,4,176,
Jose Luis Velasco Lino,Jose Luis,Velasco Lino,1963-04-22,1,True,6,178,
Karmyn Mercado Quintero,Karmyn,Mercado Quintero,0001-01-01,2,True,4,179,
Victor Manuel Garcia Aguirre,Victor Manuel,Garcia Aguirre,0001-01-01,1,True,2,180,
Rene Sanchez Garcia,Rene,Sanchez Garcia,0001-01-01,1,True,4,175,
Jorge Luis Nuñez Sabino,Jorge Luis,Nuñez Sabino,0001-01-01,1,True,6,176,
Adriana Gisela Monroy Canales,Adriana Gisela,Monroy Canales,0001-01-01,2,True,4,181,
Maria Teresa Castell De Oro Palacios,Maria Teresa,Castell De Oro Palacios,0001-01-01,2,True,6,178,
Maria Concepcion Ramirez Castro,Maria Concepcion,Ramirez Castro,0001-01-01,2,True,-1,183,
Leticia Gonzalez Herrera,Leticia,Gonzalez Herrera,0001-01-01,2,True,4,210,
Jorge Abel Vargas De Arcos,Jorge Abel Vargas,De Arcos,0001-01-01,1,True,2,211,
Xochitl Nashielly Zagal Ramirez,Xochitl Nashielly,Zagal Ramirez,1990-05-28,2,True,2,260,
Gustavo Contreras Montes,Gustavo,Contreras Montes,0001-01-01,1,True,2,278,
Hector Xavier Contreras Y De La Mora,Hector Xavier,Contreras Y De La Mora,0001-01-01,1,True,4,291,
Dionicia Vazquez Garcia,Dionicia,Vazquez Garcia,0001-01-01,2,True,1,106,
Alma Delia Navarrete Rivera,Alma Delia,Navarrete Rivera,0001-01-01,2,True,2,35,
Maria Eugenia Hernandez Perez,Maria Eugenia,Hernandez Perez,1961-03-20,2,True,6,45,
Francisco Favela Peñuñuri,Francisco,Favela Peñuñuri,0001-01-01,1,True,-1,217,
Olimpia Tamara Giron Hernandez,Olimpia Tamara,Giron Hernandez,0001-01-01,2,True,6,63,
Maria Guadalupe Roman Avila,Maria Guadalupe,Roman Avila,0001-01-01,2,True,2,85,
Annel Flores Gutierrez,Annel,Flores Gutierrez,0001-01-01,2,True,4,89,
Gabriela Pavon Marin,Veronica,Herrera Olguin,0001-01-01,2,True,6,75,
Ulises Murguia Soto,Ulises,Murguia Soto,0001-01-01,1,True,4,93,
Juan Pablo Sanchez Rodriguez,Juan Pablo,Sanchez Rodriguez,1979-04-29,1,True,7,129,
Graciela Sanchez Ortiz,Graciela,Sanchez Ortiz,1959-02-18,2,True,4,133,
Martha Azucena Camacho Reynoso,Martha Azucena,Camacho Reynoso,0001-01-01,2,True,6,137,
Roberto Angel Dominguez Rodriguez,Roberto Angel,Dominguez Rodriguez,1980-01-27,1,True,4,143,
Juan Angel Bautista Bravo,Juan Angel,Bautista Bravo,1981-07-25,1,True,4,175,
Vicente Alberto Onofre Vazquez,Vicente Alberto,Onofre Vazquez,1969-04-06,1,True,6,177,
Javier Huerta Jurado,Javier,Huerta Jurado,0001-01-01,1,True,4,181,
Karla Yuritzi Almazan Burgos,Karla Yuritzi,Almazan Burgos,1974-08-27,2,True,4,182,
Alejandro Camino Calixto,Alejandro,Camino Calixto,0001-01-01,1,True,4,210,
Angel Navarro Rios,Angel,Navarro Rios,0001-01-01,1,True,-1,45,
Maria De La Luz Leticia Cruz Rivera,Maria de la Luz Leticia,Cruz Rivera,0001-01-01,2,True,-1,54,
Julieta Villalpando Riquelme,Julieta,Villalpando Riquelme,0001-01-01,2,True,7,75,
Maria Cointa Medrano Miranda,Maria Cointa,Medrano Miranda,0001-01-01,2,True,6,152,
Jesus Hernandez Perez,Jesus,Hernandez Perez,0001-01-01,1,True,6,217,
Ernesto Rangel Laguna,Ernesto,Rangel Laguna,0001-01-01,1,True,4,177,
Diana Berenice Rios Garcia,Diana Berenice,Rios Garcia,0001-01-01,2,True,-1,180,
Guadalupe Rizo Fernandez,Guadalupe,Rizo Fernandez,0001-01-01,2,True,4,183,
Ruth Damaris Diaz Loyola,Ruth Damaris,Diaz Loyola,0001-01-01,2,True,2,260,
Maria Silvia Luna Jimenez,Maria Silvia,Luna Jimenez,0001-01-01,2,True,4,278,
Karla Yuriko Garduño Rodriguez,Karla Yuriko,Garduño Rodriguez,0001-01-01,2,True,4,35,
Edgar Omar Campos Barragan,Edgar Omar,Campos Barragan,0001-01-01,1,True,4,45,
Marisa Marisela Villafranco Salazar,Marisa Marisela,Villafranco Salazar,0001-01-01,2,True,1,89,
Crhystopher Daniel Villanueva Vazquez,Crhystopher Daniel,Villanueva Vazquez,0001-01-01,1,True,4,93,
Elizabeth Carmin Franco Hernandez,Elizabeth Carmin,Franco Hernandez,0001-01-01,2,True,4,133,
Reyes Robles Casados,Reyes,Robles Casados,0001-01-01,1,True,4,135,
Oscar Eduardo Hernandez Mandujano,Oscar Eduardo,Hernandez Mandujano,0001-01-01,1,True,7,139,
Esmeralda De Los Angeles Moreno Medina,Esmeralda De Los Angeles,Moreno Medina,1986-12-19,2,True,6,141,
Maria Elena Ramirez Diaz,Maria Elena,Ramirez Diaz,0001-01-01,2,True,1,144,
Maria Fernanda Daniela Delgado Garcia,Maria Fernanda Daniela,Delgado Garcia,0001-01-01,2,True,4,174,
Enrique Ortega Sanchez,Enrique,Ortega Sanchez,0001-01-01,1,True,2,175,
Carlos Alfredo Castillo Trujano,Carlos Alfredo,Castillo Trujano,0001-01-01,1,True,-1,177,
Lizeth Marlene Hernandez Hernandez,Lizeth Marlene,Hernandez Hernandez,0001-01-01,2,True,4,178,
Arnold Llanos Solano,Arnold,Llanos Solano,0001-01-01,1,True,1,179,
Reyna Arias Peralta,Reyna,Arias Peralta,0001-01-01,2,True,6,182,
Mariela Tejeda Fernandez,Mariela,Tejeda Fernandez,0001-01-01,2,True,2,183,
Osvaldo Valencia Moissen,Osvaldo,Valencia Moissen,0001-01-01,1,True,6,217,
Daniel Montoya Jaimes,Daniel,Montoya Jaimes,0001-01-01,1,True,4,240,
Ana Bertha Millan Maya,Ana Bertha,Millan Maya,0001-01-01,2,True,4,260,
Jaime Hernandez Rosas,Jaime,Hernandez Rosas,0001-01-01,1,True,4,278,
Marcelina Bernal Martinez,Marcelina,Bernal Martinez,0001-01-01,2,True,-1,291,
Jaime Albarran Tenorio,Jaime,Albarran Tenorio,0001-01-01,1,True,2,63,
Yanet Polo Franco,Yanet,Polo Franco,0001-01-01,2,True,4,69,
Andrea Paola Bataz Ramirez,Andrea Paola,Bataz Ramirez,0001-01-01,2,True,-1,75,
Esteban De Jesus Meza Medrano,Esteban De Jesus,Meza Medrano,0001-01-01,1,True,4,85,
Juan Carlos Zuani Grimaldo,Juan Carlos,Zuani Grimaldo,0001-01-01,1,True,6,135,
Claudia Ochoa Gonzalez,Claudia,Ochoa Gonzalez,0001-01-01,2,True,2,139,
Gabriela Covarrubias Jimenez,Gabriela,Covarrubias Jimenez,0001-01-01,2,True,4,141,
Maria Vanessa Languendik Muñoz,Maria Vanessa,Languendik Muñoz,0001-01-01,2,True,4,142,
Jose De Jesus Avila Zetina,Jose De Jesus,Avila Zetina,0001-01-01,1,True,4,144,
Margarita Vargas Vazquez,Margarita,Vargas Vazquez,0001-01-01,2,True,4,175,
Alvaro Mondragon Granciano,Alvaro,Mondragon Granciano,0001-01-01,1,True,-1,176,
Noelia Hernandez Figueroa,Noelia,Hernandez Figueroa,0001-01-01,2,True,4,211,
Ana Gricelda Ramirez Lopez,Ana Gricelda,Ramirez Lopez,0001-01-01,2,True,6,11,
Areli Beatriz Bazan Romero,Areli Beatriz,Bazan Romero,0001-01-01,2,True,-1,106,
Erika Susana Velasco Garcia,Erika Susana,Velasco Garcia,0001-01-01,2,True,6,152,
Aida Bravo Sanchez,Aida,Bravo Sanchez,0001-01-01,2,True,-1,190,
Moraima Palacios Sosa,Moraima,Palacios Sosa,1962-07-14,2,True,-1,217,
Vanessa Virues Reyes,Vanessa,Virues Reyes,0001-01-01,2,True,4,260,
Michael Stephania Oliva Sandoval,Michael Stephania,Oliva Sandoval,0001-01-01,2,True,4,278,
Sandra Mendez Camaño,Sandra,Mendez Camaño,0001-01-01,2,True,6,35,
Andrea Segura Arriaga,Andrea,Segura Arriaga,0001-01-01,2,True,-1,45,
Elizabeth Orea Sanchez,Elizabeth,Orea Sanchez,0001-01-01,2,True,-1,54,
Laura Esther Escobar Hoyos,Laura Esther,Escobar Hoyos,0001-01-01,2,True,4,63,
Evelin Jeanette Mondragon Mendoza,Evelin Jeanette,Mondragon Mendoza,1985-01-30,2,True,6,75,
Araceli Itzel Sanchez Gomez,Araceli Itzel,Sanchez Gomez,0001-01-01,2,True,-1,81,
Atziri Vazquez Guillen,Atziri,Vazquez Guillen,0001-01-01,2,True,-1,85,
Ana Paola Guerra Flores,Ana Paola,Guerra Flores,0001-01-01,2,True,4,89,
Graciela Soto Hernandez,Graciela,Soto Hernandez,0001-01-01,2,True,4,93,
Maria Teresita Sanchez Estrada,Maria Teresita,Sanchez Estrada,0001-01-01,2,True,-1,133,
Metzi Sac Nicte Camarena Chavez,Metzi Sac Nicte,Camarena Chavez,0001-01-01,2,True,2,135,
Maria Guadalupe Godinez Gonzalez,Maria Guadalupe,Godinez Gonzalez,0001-01-01,2,True,-1,139,
Albertina Millan Velazquez,Albertina,Millan Velazquez,0001-01-01,2,True,-1,141,
Diana Paniagua Colin,Diana,Paniagua Colin,0001-01-01,2,True,4,142,
Alejandra Mendoza Padilla,Alejandra,Mendoza Padilla,0001-01-01,2,True,-1,175,
Maria Eugenia Olvera Martinez,Maria Eugenia,Olvera Martinez,0001-01-01,2,True,4,176,
Dafne Mayela Custodio Enciso,Dafne Mayela,Custodio Enciso,0001-01-01,2,True,-1,177,
Marisol Mejia Diaz,Marisol,Mejia Diaz,0001-01-01,2,True,2,178,
Maria Guadalupe Mercado Enriquez,Maria Guadalupe,Mercado Enriquez,0001-01-01,2,True,-1,179,
Ana Paula Jimenez Mejia,Ana Paula,Jimenez Mejia,0001-01-01,2,True,-1,180,
Ienevith Sarahi Garay Cedeño,Ienevith Sarahi,Garay Cedeño,0001-01-01,2,True,-1,182,
Miguel Samano Peralta,Miguel,Samano Peralta,0001-01-01,1,True,-1,11,
Aide Lopez Jimenez,Aide,Lopez Jimenez,0001-01-01,2,True,-1,106,
Eduardo Zarzosa Sanchez,Eduardo,Zarzosa Sanchez,0001-01-01,1,True,6,291,
Carlos Madrazo Limon,Carlos,Madrazo Limon,0001-01-01,1,True,6,75,
Krishna Karina Romero Velazquez,Krishna Karina,Romero Velazquez,0001-01-01,2,True,4,93,
Alma Delia Sanchez Sanchez,Alma Delia,Sanchez Sanchez,0001-01-01,2,True,-1,129,
Claudia Gabriela Olvera Higuera,Claudia Gabriela,Olvera Higuera,0001-01-01,2,True,4,139,
Melissa Estefania Vargas Camacho,Melissa Estefani,Vargas Camacho,0001-01-01,2,True,-1,141,
Ana Lilia Herrera Anzaldo,Ana Lilia,Herrera Anzaldo,0001-01-01,2,True,6,142,
Hector Pedroza Jimenez,Hector,Pedroza Jimenez,0001-01-01,1,True,4,144,
Dalila Rodriguez Garcia,Dalia,Rodriguez Garcia,0001-01-01,2,True,4,177,
Roberto Espiridion Sanchez Pompa,Roberto Espiridion,Sanchez Pompa,0001-01-01,1,True,4,179,
Jazmin Jaimes Albarran,Jazmin,Jaimes Albarran,0001-01-01,2,True,-1,180,
Alan Castellanos Ramirez,Alan,Castellanos Ramirez,0001-01-01,1,True,4,183,
Javier Gonzalez Zepeda,Javier,Gonzalez Zepeda,0001-01-01,1,True,4,210,
Sue Ellen Bernal Bolnik,Sue Ellen,Bernal Bolnik,0001-01-01,2,True,-1,211,
Rafael Osornio Sanchez,Rafael,Osorio Sanchez,0001-01-01,1,True,7,11,
Maria Teresa Maru Mejia,Maria Teresa,Maru Mejilla,0001-01-01,2,True,4,152,
Nelly Minerva Carrasco Godinez,Nelly Minerva,Carrasco Godinez,0001-01-01,2,True,-1,190,
Ali Sayuri Nuñez Meneses,Ali Sayuri,Nuñez Meneses,0001-01-01,2,True,4,240,
Armando Corona Arvizu,Armando,Corona Arvizu,0001-01-01,1,True,4,54,
Claudia Angelica Dominguez Vazquez,Claudia Angelica,Domiguez Vazquez,0001-01-01,2,True,6,69,
Marisela Garduño Garduño,Marisela,Garduño Garduño,0001-01-01,2,True,4,81,
Maria De Los Angeles Huerta Del Rio,Maria de los Angeles,Huerta Del Rio,1962-08-12,2,True,-1,139,
Ernesto Hector Monroy Yurrieta,Ernesto Hector,Monroy Yurrieta,0001-01-01,1,True,-1,141,
Oscar Gonzalez Yañez,Oscar,Gonzalez Yañez,0001-01-01,1,True,6,142,
Cesar Agustin Hernandez Perez,Cesar Agustin,Hernandez Perez,0001-01-01,1,True,6,174,
Luis Enrique Martinez Ventura,Luis Enrique,Martinez Ventura,0001-01-01,1,True,6,176,
Maria Eugenia Muciño Martinez,Maria Eugenia,Muciño Martinez,0001-01-01,2,True,1,178,
Arturo Roberto Hernandez Tapia,Arturo Roberto,Hernandez Tapia,0001-01-01,1,True,6,179,
Jose Luis Montalvo Luna,Jose Luis,Moltalvo Luna,0001-01-01,1,True,4,183,
Maria Magdalena Alarcon Islas,Maria Magdalena,Alarcon Islas,0001-01-01,2,True,4,211,
Luz Araceli Velazquez Mejia,Luz Araceli,Velazquez Mejia,0001-01-01,2,True,4,133,
Abril Mariana Razo Meza,Abril Mariana,Razo Meza,0001-01-01,2,True,-1,174,
Edith Graciela Rios Rodriguez,Edith Graciela,Rios Rodriguez,0001-01-01,2,True,6,222,
Karla Rebeca Chavez Estrada,Karla Rebeca,Chavez Estrada,0001-01-01,2,True,4,245,
Edith Mariela Contreras Gonzales,Edith Mariela,Contreras Gonzalez,0001-01-01,2,True,3,245,
Blanca Estela Cortes Sanchez,Blanca Estela,Cortes Sanchez,0001-01-01,2,True,7,222,
Fernando Anaya Garcia,Fernando,Anaya Garcia,0001-01-01,1,True,4,295,
Isidro Antonio Rubio Rodriguez,Isidro Antonio,Rubio Rodriguez,0001-01-01,1,True,4,16,
Maria Del Rosario Flores Carranza,Maria del Rosario,Flores Carranza,0001-01-01,2,True,3,157,
Fabiola Paola Villa Espinoza,Fabiola Paola,Villa Espinoza,0001-01-01,2,True,6,282,
Salvador Carrillo Duran,Salvador,Carrillo Duran,0001-01-01,1,True,2,38,
Gregorio Uribe Guardian,Gregorio,Uribe Guardian,0001-01-01,2,True,4,265,
Laura Guillen Loera,Laura,Guillen Loera,0001-01-01,2,True,6,295,
Jose Trinidad Lara Lopez,Jose Trinidad,Lara Lopez,1997-05-24,1,True,4,245,
Ricardo Chavez Martinez,Ricardo,Chavez Martinez,0001-01-01,1,True,4,265,
Maria Salud Carmen Hernandez Rodriguez,Maria Salud Carmen,Hernandez Rodriguez,0001-01-01,2,True,4,282,
Adriana Amezcua Garibay,Adriana,Amezcua Garibay,1969-09-28,2,True,4,295,
Ulises Merino Garcia,Ulises,Merino Garcia,0001-01-01,1,True,4,38,
Vanessa Lopez Carrillo,Vanessa,Lopez Carrillo,0001-01-01,2,True,5,48,
Jorge Benjamin Pagola Mota,Jorge Benjamin,Pagola Mota,0001-01-01,1,True,4,16,
Magdelin Guzman Garcia,Magdelin,Guzman Garcia,0001-01-01,2,True,4,111,
Lucio Barrueta Duran,Lucio,Barrueta Duran,0001-01-01,1,True,7,157,
Luisa Viridiana Muñoz Hernandez,Luisa Viridiana,Muñoz Hernandez,0001-01-01,2,True,4,195,
Rene Valencia Mendoza,Rene,Valencia Mendoza,1998-03-06,1,True,1,265,
Lucero Circe Lopez Riofrio,Lucero Circe,Lopez Riofrio,0001-01-01,2,True,6,282,
Lorena Valladares Barragan,Lorena,Valladares Barragan,1984-02-07,2,True,4,295,
Bernardo Maria Leon Olea,Bernando Maria,Leon Olea,0001-01-01,1,True,7,38,
Eduardo Tapia Lopez,Eduardo,Tapia Lopez,0001-01-01,1,True,4,48,
Carolina Bustamante Perez,Carolina,Bustamente Perez,1985-05-27,2,True,1,57,
Leonel Godoy Rangel,Leonel,Godoy Rangel,1950-08-31,1,True,7,16,
Belinda Iturbide Diaz,Belinda,Inturbide Díaz,1974-01-10,2,True,6,111,
Lourdes Esperanza Torres Vargas,Lourdes Esperanza,Torres Vargas,0001-01-01,2,True,4,195,
Yolanda Guerrero Barrera,Yolanda,Guerrero Barrera,1964-02-21,2,True,4,222,
Margarito Fierros Tano,Margarito,Fierros Tano,1967-01-29,1,True,4,245,
Juan Pablo Puebla Arevalo,Juan Pablo,Puebla Arevalo,1983-10-26,1,True,2,265,
Myriam Martinez Ramirez,Myriam,Martinez Ramirez,1974-03-21,2,True,7,282,
Carlos Alberto Manzo Rodriguez,Carlos Alberto,Manzo Rodriguez,0001-01-01,1,True,4,295,
Graciela Carmina Andrade Garcia Pelaez,Graciela Carmina,Andrade García Palaez,1961-07-13,2,True,7,38,
Maria Chavez Perez,Maria,Chavez Perez,1967-08-15,2,True,6,48,
Maria Esbeide Villanueva Montaño,Maria Esbeide,Villanueva Montaño,1981-04-25,2,True,4,16,
Andrea Nahiely Ramirez Chavez,Andrea Nahiely,Ramirez Chavez,1991-10-21,2,True,2,111,
Sergio Pacheco Freeman,Sergio,Pacheco Freeman,1980-01-06,1,True,4,157,
Sergio Leal Gonzalez,Sergio,Leal Gonzalez,0001-01-01,1,True,4,195,
Sergio Stefano Garcia Carmona,Sergio Stefano,García Carmin,0001-01-01,1,True,4,245,
Ayary Contreras Silva,Ayary,Contreas Silva,1979-05-01,2,True,6,265,
Doramitzi Gonzalez Hernandez,Doramitzi,Gonzalez Hernandez,1983-01-03,2,True,4,282,
Carlos Guillermo Castellanos Garcia Rojas,Carlos Guillemo,Castellanos Garcia Rojas,0001-01-01,1,True,4,38,
Arcelia Mendoza Hernandez,Arcelia,Mendoza Hernandez,0001-01-01,2,True,-1,48,
Adrian Ruiz Bernabe,Adrian,Ruiz Bernabe,0001-01-01,1,True,2,57,
Jose Reyes Rios,Jose,Reyes Rios,0001-01-01,1,True,4,111,
Serafin Rios Alvarez,Serafin,Rios Alvarez,1959-07-20,1,True,4,195,
Adela Espinosa Diaz,Adela,Espinosa Diaz,0001-01-01,2,True,4,222,
Martha Escobedo Hernandez,Martha,Escoberdo Hernandez,0001-01-01,2,True,4,245,
David Torres Paramo,David,Torres Paramo,0001-01-01,1,True,4,265,
Alejandro Aguilar Ruiz,Alejandro,Aguilar Ruiz,0001-01-01,1,True,4,295,
Brenda Miguel Suarez,Brenda,Miguel Suarez,0001-01-01,2,True,4,48,
Ma Del Carmen Cortes Ochoa,Ma Del Carmen,Cortes Ochoa,0001-01-01,2,True,4,57,
Minerva Bermudez Duarte,Minerva,Bermundez Duarte,0001-01-01,2,True,-1,16,
Agustin Ferreira Escutia,Agustin,Ferreira Escutia,0001-01-01,1,True,4,111,
Adan Perez Gonzalez,Adan,Perez Gonzalez,0001-01-01,1,True,-1,157,
Maria Del Carmen Heman Lopez,Maria del Carmen,Herman Lopez,0001-01-01,2,True,4,195,
Anita Beatriz Hernandez Cabrera,Anita Beatriz,Hernandez Cabrera,0001-01-01,2,True,4,222,
Cristina Saucedo Espinal,Cristina,Saucedo Espinal,0001-01-01,2,True,4,245,
Lucia Berenice Cruz Garcia,Lucia Berenice,Cruz Garcia,0001-01-01,2,True,-1,282,
Zoe Tamar Infante Jimenez,Zoe Tamar,Infante Jimenez,0001-01-01,1,True,7,38,
Adriana Karrum Vazquez,Adriana,Karrum Vanzquez,0001-01-01,2,True,4,48,
Aldo Gutierrez Aguirre,Aldo,Gutierrez Aguirre,0001-01-01,1,True,4,57,
Isabel Sanchez Galvan,Isabel,Sanchez Galvan,0001-01-01,2,True,1,16,
Mauricio Prieto Gomez,Mauricio,Prieto Gomez,1974-03-11,1,True,2,111,
Octavio Ocampo Cordova,Octavio,Ocampo Cordova,0001-01-01,1,True,4,157,
Rodrigo Sanchez Zepeda,Rodrigo,Sanchez Zepeda,1964-09-17,1,True,4,195,
Enrique Godinez Del Rio,Enrique,Godinez Del Rio,0001-01-01,1,True,4,222,
Berenice Juarez Navarrete,Berenice,Juarez Navarrete,0001-01-01,2,True,2,245,
Adriana Campos Huirache,Adriana,Campos Huirache,0001-01-01,2,True,5,265,
Eduardo Orihuela Estefan,Eduardo,Orihuela Estefan,0001-01-01,1,True,4,282,
Roberto Carlos Lopez Garcia,Roberto Carlos,Lopez Garcia,0001-01-01,1,True,6,282,
Edna Gisel Diaz Acevedo,Edna Gisel,Diaz Acevedo,1985-04-24,2,True,6,295,
Carlos Humberto Quintana Martinez,Carlos Humberto,Quintana Martinez,1978-12-04,1,True,4,38,
Maria Macarena Chavez Flores,Maria Macarena,Chavez Flores,0001-01-01,2,True,4,48,
Irma Vargas Morales,Irma,Vargas Morales,0001-01-01,2,True,4,57,
Mary Carmen Bernal Martinez,Mary Carmen,Bernal Martinez,1984-08-24,2,True,4,157,
Francisco Javier Huacus Esquivel,Francisco Javier,Huacus Esquivel,1986-08-26,1,True,4,57,
Carlos Alejandro Bautista Tafolla,Carlos Alejandro,Bautista Tafolla,1981-12-26,1,True,4,295,
Nadia Luz Maria Lara Chavez,Nadia Luz Maria,Lara Chavez,1966-12-21,2,True,6,17,
Jose Antonio Albarran Contreras,Jose Antonio,Albarran Contreras,0001-01-01,1,True,5,112,
Sergio Arias Yañez,Sergio,Arias Yañez,0001-01-01,1,True,4,158,
Jose Amado Orihuela Trejo,Jose Amado,Orihuela Trejo,1954-01-05,1,True,2,196,
Veronica Martinez Vielma,Veronica,Martinez Vielma,0001-01-01,2,True,6,223,
Alejandra Pani Barragan,Alejandra,Pani Barragan,1964-07-17,2,True,4,112,
Brenda Espinoza Lopez,Brenda,Espinoza Lopez,1988-06-19,2,True,4,196,
Maria Magdalena Aguilar Gonzalez,Maria Magdalena,Aguilar Gonzalez,0001-01-01,2,True,6,159,
Cristian De Jesus Vazquez Guzman,Cristian De Jesus,Vazquez Guzman,0001-01-01,2,True,4,159,
Eloina Garcia Padilla,Eloina,Garcia Padilla,0001-01-01,2,True,-1,18,
Angelica Patricia Sanchez Medina,Angelica Patricia,Sanchez Medina,0001-01-01,2,True,-1,113,
Zaida Yadira Garcia Valderrama,Zaida Yadira,Garcia Valderrama,0001-01-01,2,True,-1,159,
Manuel Humberto Cota Jimenez,Manuel Humberto,Cota Jimenez,1961-03-02,1,True,4,18,
Ana Bertha Marquez Duarte,Ana Bertha,Marquez Duarte,0001-01-01,2,True,4,159,
Miguel Pavel Jarero Velazquez,Miguel Pavel,Jarero Velazquez,1977-10-19,1,True,4,18,
Jorge Armando Ortiz Rodriguez,Jorge Armando,Ortiz Rodriguez,0001-01-01,1,True,4,159,
Lucio Santana Zuñiga,Lucio,Santana Zuñiga,0001-01-01,1,True,1,18,
Julieta Mejia Ibañez,Julieta,Mejia Ibañez,0001-01-01,2,True,6,113,
Veronica Guadalupe Villela Espericueta,Veronica Guadalupe,Villela Espericueta,0001-01-01,2,True,4,18,
Sergio Amaury Ponce Villegas,Sergio Amaury,Ponce Villegas,1981-08-13,1,True,4,113,
Sergio Ibarra Ruiz,Sergio,Ibarra Ruiz,0001-01-01,1,True,2,18,
Hugo Eric Lopez Talamantes,Hugo Eric,Lopez Talamantes,0001-01-01,1,True,6,113,
Maricela Miramontes Navarro,Maricela,Miramontes Navarro,0001-01-01,2,True,2,159,
Leopoldo Dominguez Gonzalez,Leopoldo,Dominguez Gonzalez,1960-05-24,1,True,4,113,
Jasmine Maria Bugarin,Jasmine,Maria Bugarin,1986-10-27,2,True,4,113,
Pedro Noriega Hellig,Pedro,Noriega Hellig,0001-01-01,1,True,2,19,
Martha Laura Ramirez Perez,Martha Laura,Ramirez Perez,0001-01-01,2,True,6,160,
Lesly Sarai Prado Gracia,Lesly Sarai,Prado Gracia,0001-01-01,2,True,4,266,
Samuel Jaime Elizondo Garcia,Samuel Jaime,Elizondo Garcia,0001-01-01,1,True,4,296,
Cesar Gutierrez Davila,Cesar,Gutierrez Davila,0001-01-01,1,True,4,19,
Camilo Ramirez Puente,Camilo,Ramirez Puente,1959-08-31,1,True,4,197,
Monica Gabriela Gonzalez Mendez,Monica Gabriela,Gonzalez Mendez,0001-01-01,2,True,5,19,
