full_name,first_name,last_name,date_birth,gender,dead_or_alive,last_degree_of_studies,contest_id
Maria Marlen Berenice Castillo Luna,Maria Marlen,Berenice Castillo Luna,0001-01-01,2,True,-1,114,
Veronica Lozano Garcia,Veronica,Lozano Garcia,0001-01-01,2,True,-1,114,
Benjamin Belloc Utterback,Benjamin,Belloc Utterback,0001-01-01,1,True,4,224,
Veronica Lozano Garcia,Veronica,Lozano Garcia,0001-01-01,2,True,-1,296,
Emamiriam Fernanda Gonzalez Meza,Emamiriam Fernanda,Gonzalez Meza,0001-01-01,2,True,-1,296,
Nora Dionicia Cantu Resendez,Nora Dionicia,Cantu Resendez,0001-01-01,2,True,4,39,
Engelbert Poblette Mejia,Engelbert,Poblette Mejia,0001-01-01,1,True,7,49,
Maria Magdalena Castillo Pons,Maria Magdalena,Castillo Pons,0001-01-01,2,True,3,58,
Jose Manuel Lopez Saucedo,Jose Manuel,Lopez Saucedo,0001-01-01,1,True,-1,160,
Adriana Leonor Diaz Garcia,Adriana Leonor,Diaz Garcia,0001-01-01,2,True,-1,246,
Maria Del Pilar Talavera Saldaña,Maria Del Pilar,Talavera Saldaña,0001-01-01,2,True,-1,39,
Aurora Estefania Luna Guerra,Aurora Estefania,Luna Guerra,0001-01-01,2,True,-1,114,
Grecia Nallely De La Rosa Sanchez,Grecia Nallely,De La Rosa Sanchez,0001-01-01,2,True,4,224,
Maria De La Luz Loyola Rios,Maria De La Luz,Loyola Rios,0001-01-01,2,True,2,266,
Susana Escalante Castillo,Susana,Escalante Castillo,0001-01-01,2,True,-1,39,
Gerardo Javier Garza Salinas,Gerardo Javier,Garza Salinas,0001-01-01,1,True,4,19,
Febe Priscila Benavides Lozano,Febe Priscila,Benavides Lozano,1985-06-03,2,True,4,197,
Rosa Esther Violeta Espinosa Tovar,Rosa Esther Violeta,Espinosa Tovar,0001-01-01,2,True,4,246,
Sergio Gilberto Nava Menchaca,Sergio Gilberto,Nava Menchaca,0001-01-01,1,True,4,296,
Thelma Cora Garza Salinas,Thelma Cora,Garza Salinas,1964-08-25,2,True,4,19,
Adrian Mario Gonzalez Caballero,Adrian Mario,Gonzalez Caballero,0001-01-01,1,True,4,114,
Hugo Alonso Leiva Rodriguez,Hugo Alonso,Leiva Rodriguez,1961-03-03,1,True,7,197,
Jesus Javier Perez Sagaon,Jesus Javier,Perez Sagaon,0001-01-01,1,True,4,224,
Lilia Elida Garcia Rodriguez,Lilia Elida,Garcia Rodriguez,0001-01-01,2,True,5,246,
Jesus Mario Garza Guevara,Jesus Mario,Garza Guevara,1956-12-21,1,True,6,283,
Alicia Angelica Guajardo Alatorre,Alicia Angelica,Guajardo Alatorre,0001-01-01,2,True,6,39,
Mirbeht Alejandra Cortes Retana,Mirbeht Alejandra,Cortes Retana,1991-08-19,2,True,4,49,
Rodolfo Martinez Gonzalez,Rodolfo,Martinez Gonzalez,0001-01-01,1,True,4,58,
Judith Grace Gonzalez Hincks,Judith Grace,Gonzalez Hincks,1962-09-07,2,True,2,246,
Juan Antonio Rodriguez Gonzalez,Juan Antonio,Rodriguez Gonzalez,0001-01-01,1,True,4,296,
Milton Javier Garza Ibarra,Milton Javier,Garza Ibarra,0001-01-01,1,True,4,160,
Jose Roberto Salinas Padilla,Jose Roberto,Salinas Padilla,0001-01-01,1,True,7,197,
Francisco Javier Cruz Jimenez,Francisco Javier,Cruz Jimenez,1966-05-24,1,True,2,246,
Jose Hector Sanchez Hernandez,Jose Hector,Sanchez Hernandez,0001-01-01,1,True,6,266,
Bertha Margarita Ugarte Villareal,Bertha Margarita,Ugarte Villareal,0001-01-01,2,True,4,283,
David Gustavo Toache Maldonado,David Gustavo,Toache Maldonado,0001-01-01,1,True,4,19,
Jose Ulises Treviño Garcia,Jose Ulises,Treviño Garcia,0001-01-01,1,True,4,114,
Gerardo Lopez Mendoza,Gerardo,Lopez Mendoza,0001-01-01,1,True,5,197,
Ma Magdalena Cuevas Betancourt,Ma Magdalena,Cuevas Betancourt,0001-01-01,2,True,-1,224,
Sofia Cecilia Villarreal Gonzalez,Sofia Cecilia,Villarreal Gonzalez,0001-01-01,2,True,4,283,
Armando Gutierrez Grajales,Armando,Gutierrez Grajales,0001-01-01,1,True,6,296,
Claudia Angelina Cervantes Navarro,Claudia Angelina,Cervantes Navarro,0001-01-01,2,True,-1,49,
Ismael Guerra Padilla,Ismael,Guerra Padilla,0001-01-01,1,True,-1,58,
Linda Aurora Perales Leal,Linda Aurora,Perales Leal,0001-01-01,2,True,-1,19,
Alfonso Villa Amador,Alfonso,Villa Amador,0001-01-01,1,True,4,160,
Marco Antonio Cepeda Alvarez,Marco Antonio,Cepeda Alvarez,0001-01-01,1,True,6,197,
Juan Mario Ramos Esmerado,Juan Mario,Ramos Esmerado,0001-01-01,1,True,4,246,
Claudia Josefina Heredia Gonzalez,Claudia Josefina,Heredia Gonzalez,0001-01-01,2,True,4,283,
Julio Cesar Medellin Reyna,Julio Cesar,Medellin Reyna,0001-01-01,1,True,4,296,
Blanca Maricela Del Toro Ruiz,Blanca Maricela,Del Toro Ruiz,0001-01-01,2,True,4,39,
Abel Fierro Apac,Abel,Fierro Apac,1972-03-28,1,True,-1,49,
Felipe Hernandez Jeronimo,Felipe,Hernandez Jeronimo,0001-01-01,1,True,-1,58,
Maria Guillermina Alvarado Moreno,Maria Guillermina,Alvarado Moreno,1968-12-26,2,True,6,114,
Jose Luis Garcia Duque,Jose Luis,Garcia Duque,1967-11-08,1,True,4,160,
Santiago Gonzalez Soto,Santiago,Gonzalez Soto,1961-06-25,1,True,6,224,
Andres Pintos Caballero,Andres,Pintos Caballero,0001-01-01,1,True,4,266,
Yarely Guadalupe Vera Grimaldo,Yarely Guadalupe,Vera Grimaldo,0001-01-01,2,True,4,283,
Tania Berenice Gomez Sauceda,Tania Berenice,Gomez Sauceda,0001-01-01,2,True,4,49,
Sandra Paola Gonzalez Castañeda,Sandra Paola,Gonzalez Castañeda,1979-03-31,2,True,7,58,
Vera Garcia Hinojosa,Vera,Garcia Hinojosa,0001-01-01,2,True,4,19,
Andres Mauricio Cantu Ramirez,Andres Mauricio,Cantu Ramirez,0001-01-01,1,True,4,114,
Gilda Annel Reyes Tepepa,Gilda Annel,Reyes Tepepa,0001-01-01,2,True,4,160,
Rebeca Alejandra Alvarado Davila,Rebeca Alejandra,Alvarado Davila,0001-01-01,2,True,4,197,
Marcela Guerra Castillo,Marcela,Guera Castillo,1959-11-07,2,True,4,224,
Raul Alcala Gallegos,Raul,Alcala Gallegos,1964-03-03,1,True,2,246,
Esperanza Alicia Rodriguez Lopez,Esperanza Alicia,Rodriguez Lopez,0001-01-01,2,True,4,266,
Juan Francisco Espinoza Eguia,Juan Francisco,Espinoza Eguia,1971-11-10,1,True,4,296,
Karina Marlen Barron Perales,Karina Marlen,Barron Perales,0001-01-01,2,True,4,39,
Arturo Aram Carmona Rodriguez,Arturo Aram,Carmona Rodriguez,1976-07-09,1,True,4,49,
Jose Luis Garza Ochoa,Jose Luis,Garza Ochoa,1974-01-11,1,True,6,58,
Jacob De Jose Reyna Galvan,Jabob de Jose,Reyna Galvan,0001-01-01,1,True,-1,19,
Patricia Mondragon Garduño,Patricia,Mondragon Garduño,0001-01-01,2,True,-1,114,
Rocio Maybe Montalvo Adame,Rocio Maybe,Montalvo Adame,0001-01-01,2,True,4,160,
Gilberto De Leon Del Rio,Gilberto,De Leon Del Rio,0001-01-01,1,True,4,197,
Brenda Angelica Vera Garza,Brenda Angelica,Vera Garza,0001-01-01,2,True,-1,246,
Dante Gerardo Paez Elizondo,Dante Gerardo,Paez Elizondo,1984-04-11,1,True,-1,49,
Gabriela Elizondo Montemayor,Gabriela,Elizondo Montemayor,0001-01-01,2,True,4,19,
Armando Ramirez Anguiano,Armando,Ramirez Anguiano,0001-01-01,1,True,4,197,
Gloria Esther Muñiz Sanchez,Gloria Esther,Muñiz Sanchez,0001-01-01,2,True,4,246,
Valeria Araceli Valdes Castillo,Valeria Araceli,Valdes Castillo,1993-09-07,2,True,6,296,
Ma De Jesus Aguirre Maldonado,Ma de Jesus,Aguirre Maldonado,1961-12-25,2,True,6,283,
Daniel Santos Rodriguez,Daniel,Santos Rodriguez,1977-09-27,1,True,-1,224,
Elvira Donaji Lopez Guerrero,Elvira Donaji,Lopez Guerrero,0001-01-01,2,True,4,266,
Cruz Alejandro Arias Campos,Cruz Alejandro,Arias Campos,0001-01-01,1,True,-1,283,
Maria Del Refugio Martinez Martinez,Maria Del Refugio,Martinez Martinez,0001-01-01,2,True,-1,296,
Alvaro Rodriguez Garza,Alvaro,Rodriguez Garza,0001-01-01,1,True,4,39,
Korina Marisol Navarro Morales,Korina Marisol,Navarro Morales,0001-01-01,2,True,-1,58,
Sara Lavariega Cardenas,Sara,Lavariega Cardenas,0001-01-01,2,True,6,40,
Ricardo Castillo Lopez,Ricardo,Castillo Lopez,0001-01-01,1,True,4,40,
Hilaria Delgado Esteban,Hilaria,Delgado Esteban,0001-01-01,2,True,1,225,
Andrea Lopez Silva,Andrea,Lopez Silva,0001-01-01,2,True,-1,297,
Gudelia Alejandrina Pedro Castañeda,Gudelia Alejandrina,Pedro Castañeda,0001-01-01,2,True,4,115,
Jhuly Martinez Valdivieso,Jhuly,Martinez Valdivieso,0001-01-01,2,True,-1,161,
Alberto Toribio Arrazola,Alberto,Toribio Arrazola,0001-01-01,1,True,4,225,
Miguel Angel Cruz Centeno,Miguel Angel,Cruz Centeno,0001-01-01,1,True,-1,40,
Jose Garcia Hernandez,Jose,Garcia Hernandez,0001-01-01,1,True,-1,115,
Basilio Ismael Guerrero Camacho,Basilio Ismael,Guerrero Camacho,0001-01-01,1,True,-1,161,
Nicasio Hernandez Hernandez,Nicasio,Hernandez Hernandez,0001-01-01,1,True,-1,198,
Kristel Ramirez Cortes,Kristel,Ramirez Cortes,0001-01-01,2,True,2,225,
Hector Sanchez Garcia,Hector,Sanchez Garcia,0001-01-01,1,True,2,247,
Francisco De La Cruz Sanchez,Francisco,De La Cruz Sanchez,0001-01-01,1,True,-1,297,
Beatriz Cortes Diaz,Beatriz,Cortes Diaz,0001-01-01,2,True,-1,40,
Rosa Maria Lopez Medina,Rosa Maria,Lopez Medina,0001-01-01,2,True,-1,20,
Itandehui Yunuen Hernandez Lopez,Itandehui Yunuen,Hernandez Lopez,0001-01-01,2,True,-1,115,
Arcelia Rodriguez Carreño,Arcelia,Rodriguez Carreño,0001-01-01,2,True,-1,161,
Monica Yaneth Ramirez Lopez,Monica Yaneth,Ramirez Lopez,0001-01-01,2,True,-1,198,
Eduardo Miguel Sosa Gomez,Eduardo Miguel,Sosa Gomez,0001-01-01,1,True,-1,225,
Mariela Araceli Perez Ramirez,Mariela Araceli,Perez Ramirez,0001-01-01,2,True,-1,247,
Gabriela Agustina Garcia Matus,Gabriela Agustina,Garcia Matus,0001-01-01,2,True,-1,267,
Karla Gabriela Jimenez Carrasco,Karla Gabriela,Jimenez Carrasco,0001-01-01,2,True,7,284,
Hortensia Higinia Tinajero Camacho,Hortensia Higinia,Tinajero Camacho,0001-01-01,2,True,-1,40,
Marco Arturo Carrasco Tena,Marco Arturo,Carrasco Tena,0001-01-01,1,True,-1,115,
Edith Yolanda Martinez Lopez,Edith Yolanda,Martinez Lopez,0001-01-01,2,True,4,161,
Edith Aparicio Martinez,Edith,Aparicio Martinez,0001-01-01,2,True,4,247,
Oscar Toral Rios,Oscar,Toral Rios,0001-01-01,1,True,4,267,
Maria Del Carmen Ricardez Vela,Maria Del Carmen,Ricardez Vela,0001-01-01,2,True,4,40,
Angel Dominguez Escobar,Angel,Dominguez Escobar,0001-01-01,1,True,4,20,
Carol Antonio Altamirano,Carol,Antonio Altamirano,0001-01-01,1,True,4,225,
Wilfrido Morales Fernandez,Wilfrido,Morales Fernandez,0001-01-01,1,True,4,40,
Ruben Luna Ramirez,Ruben,Luna Ramirez,0001-01-01,1,True,6,115,
Daniela Martinez Vasquez,Daniela,Martinez Vasquez,0001-01-01,2,True,4,247,
Eolo Garcia Cerqueda,Eolo,Garcia Cerqueda,0001-01-01,1,True,4,115,
Hita Beatriz Ortiz Silva,Hita Beatriz,Ortiz Silva,0001-01-01,2,True,4,247,
Hector Montes Rodriguez,Hector,Montes Rodriguez,0001-01-01,1,True,4,20,
Yanely Lopez Alonso,Yanely,Lopez Alonso,0001-01-01,2,True,-1,115,
Yasmin Ramirez Lopez,Yasmin,Ramirez Lopez,0001-01-01,2,True,2,161,
Raquel Martinez Martinez,Raquel,Martinez Martinez,0001-01-01,2,True,4,198,
Beatriz Betanzo Sanchez,Beatriz,Betanzo Sanchez,0001-01-01,2,True,2,247,
Roman Bernal Diaz,Roman,Bernal Diaz,0001-01-01,1,True,7,267,
Martha Erika Rodriguez Sosa,Martha Erika,Rodriguez Sosa,0001-01-01,2,True,4,284,
Concepcion Rodriguez Galguera,Concepcion,Rodriguez Galguera,0001-01-01,2,True,6,40,
Irma Juan Carlos,Irma,Juan Carlos,1977-07-19,2,True,6,115,
Beatriz Dominga Perez Lopez,Beatriz Dominga,Perez Lopez,1975-08-24,2,True,4,247,
Daniel Gutierrez Gutierrez,Daniel,Gutierrez Gutierrez,1976-02-15,1,True,4,40,
Cesar Torres Loyo,Cesar,Torres Loyo,0001-01-01,1,True,6,20,
Lizeth Azhalia Zarate Lopez,Lizeth Azhalia,Zarate Lopez,0001-01-01,2,True,4,284,
Arlene Rivera Escalante,Arlene,Rivera Escalante,0001-01-01,2,True,4,20,
Dominga Escobar Luis,Dominga,Escobar Luis,0001-01-01,2,True,4,284,
Norma Alicia Moreno Cruz,Norma Alicia,Moreno Cruz,0001-01-01,2,True,-1,297,
Antonio Amaro Cancino,Antonio,Amaro Cancino,1973-07-17,1,True,4,20,
Vitalico Candido Coheto Martinez,Vitalico Candido,Coheto Martinez,1941-09-04,1,True,6,198,
Sofia Castro Rios,Sofia,Castro Rios,0001-01-01,2,True,4,225,
Jose Antonio Hernandez Fraguas,Jose Antonio,Hernandez Fraguas,1958-05-29,1,True,4,284,
Miriam Pilar Liborio Hernandez,Miriam Pilar,Liborio Hernandez,0001-01-01,2,True,4,297,
Margarita Garcia Garcia,Margarita,Garcia Garcia,0001-01-01,2,True,4,161,
Azael Santiago Chepi,Azael,Santiago Chepi,0001-01-01,1,True,6,198,
Jose Antonio Estefan Gillessen,Jose Antonio,Estefan Gillessen,0001-01-01,1,True,6,267,
Angel Benjamin Robles Montoya,Angel Benjamin,Robles Montoya,0001-01-01,1,True,6,284,
Maria Del Carmen Bautista Pelaez,Maria Del Carmen,Bautista Pelaez,0001-01-01,2,True,4,297,
Jose Luis Cesatti Hernandez,Jose Luis,Cesatti Hernandez,0001-01-01,1,True,4,268,
Marylin Ortiz Lazcano,Marylin,Ortiz Lazcano,0001-01-01,2,True,4,21,
Jose Guzman Islas,Jose,Guzman Islas,0001-01-01,1,True,-1,21,
Monserrat Guzman Reyes,Monserrat,Guzman Reyes,0001-01-01,2,True,4,116,
Jose Luis Rechy Tirado,Jose Luis,Rechy Tirado,0001-01-01,1,True,-1,162,
Mario Onesimo Fuentes Pacheco,Mario Onesimo,Fuentes Pacheco,0001-01-01,1,True,4,199,
Victor Manuel Romero Reyes,Victor Manuel,Romero Reyes,0001-01-01,1,True,4,41,
Griselda Jazmin Salmoran Bruno,Griselda Jazmin,Salmoran Bruno,0001-01-01,2,True,-1,72,
Victor Aguirre Merchandt,Victor,Aguirre Merchandt,0001-01-01,1,True,-1,162,
Miguel Angel Jimarez Parez,Miguel Angel,Jimarez Parez,0001-01-01,1,True,4,285,
Margarita Tlapa Almonte,Margarita,Tlapa Almonte,0001-01-01,2,True,6,41,
Maria Eugenia Villanueva Marquez,Maria Eugenia,Villanueva Marquez,0001-01-01,2,True,-1,59,
Liza Elena Aceves Lopez,Liza Elena,Aceves Lopez,0001-01-01,2,True,-1,59,
Maria De Lourdes Flores Del Valle,Maria De Lourdes,Flores Del Valle,0001-01-01,2,True,2,21,
Irma Ramos Galindo,Irma,Ramos Galindo,1972-02-17,2,True,4,116,
Celia Ortuño Aguilar,Celia,Ortuño Aguilar,0001-01-01,2,True,2,162,
Veronica Garcia Garcia,Veronica,Garcia Garcia,0001-01-01,2,True,1,199,
Alma Delia Cruz Alvarado,Alma Delia,Cruz Alvarado,0001-01-01,2,True,4,226,
Victor Hugo Garcia Machorro,Victor Hugo,Garcia Machorro,0001-01-01,1,True,2,248,
Anabel Rechy Benavidez,Anabel,Rechy Benavidez,0001-01-01,2,True,4,285,
Isauro Ali Lopez Gutierrez,Isauro Ali,Lopez Gutierrez,1985-08-01,1,True,4,298,
Agustin De Teresa Castro,Agustin,De Teresa Castro,0001-01-01,1,True,6,41,
Reyna Isela Herrera Lastra,Reyna Isela,Herrera Lastra,1968-03-20,2,True,4,50,
Jose Othon Bailleres Carriles,Jose Othon,Bailleres Carriles,1996-12-10,1,True,7,59,
Roberto Ramirez Herrera,Roberto,Ramirez Herrera,0001-01-01,1,True,4,66,
Auria Ofelia Dominguez Perez,Auria Ofelia,Dominguez Perez,0001-01-01,2,True,4,72,
Francisco Antonio Tenorio Adame,Francisco Antonio,Tenorio Adame,0001-01-01,1,True,4,78,
Piedad Lorenzo Perez,Piedad,Lorenzo Perez,0001-01-01,2,True,4,116,
Victor Manuel Samitiz Delgadillo,Victor Manuel,Samitiz Delgadillo,0001-01-01,1,True,6,162,
Isaias Carrera Amador,Isaias,Carrera Amador,1986-04-01,1,True,4,199,
Magdaleno Rios Perez,Magdaleno,Rios Perez,0001-01-01,1,True,-1,226,
Gabriela Escobar Del Razo,Gabriela,Escobar Del Razo,0001-01-01,2,True,-1,248,
Almadelia Garcia Fernandez,Almadelia,Garcia Fernandez,0001-01-01,2,True,4,268,
Gemma Ramos Nolasco,Gemma,Ramos Nolasco,0001-01-01,2,True,2,285,
Maria Antonia Cortes Briones,Maria Antonia,Cortes Briones,0001-01-01,2,True,6,298,
Omar De La Rosa Silva,Omar,De La Rosa Silva,1982-04-04,1,True,4,41,
Rene Luna Hernandez,Rene,Luna Hernandez,0001-01-01,1,True,4,50,
Narciso Cazares Dattoli,Narciso,Cazares Dattoli,0001-01-01,1,True,6,59,
Gabriela Rojas Herrera,Gabriela,Rojas Herrera,0001-01-01,2,True,-1,66,
Ruth Liliana Morales Briseño,Ruth Liliana,Morales Briseño,0001-01-01,2,True,6,72,
Miguel Angel Machorro Alcala,Miguel Angel,Machorro Alcala,0001-01-01,1,True,4,78,
Xochipilli Beatriz Rodriguez Ortiz,Xochipilli Beatriz,Rodriguez Ortiz,0001-01-01,2,True,4,226,
Iesica Jacqueline Jimenez Ramos,Iesica Jacqueline,Jimenez Ramos,0001-01-01,2,True,4,248,
Isauro Crisoforo Rendon Vargas,Isauro Crisoforo,Rendon Vargas,1957-12-19,1,True,5,268,
Estefania Valeria Moreno Flores,Estefania Valeria,Moreno Flores,0001-01-01,2,True,4,285,
Estefania Gavito Nava,Estefania,Gavito Nava,0001-01-01,2,True,6,298,
Christopher Antonio Rodriguez Carrasco,Christopher Antonio,Rodriguez Carrasco,0001-01-01,1,True,-1,50,
Pedro Antonio Breton Ramiro,Pedro Antonio,Breton Ramiro,0001-01-01,1,True,4,59,
Maricela Ramos Jimenez,Maricela,Ramos Jimenez,0001-01-01,2,True,4,66,
Maria Zuyely Sanchez Jeronimo,Maria Zuyely,Sanchez Jeronimo,0001-01-01,2,True,-1,78,
Yolanda Beatriz Hernandez Escarcega,Yolanda Beatriz,Hernandez Escarcega,0001-01-01,2,True,-1,21,
Angel Gonzalez Diaz,Angel,Gonzalez Diaz,0001-01-01,1,True,-1,116,
Monica Roldan Reyes,Monica,Roldan Reyes,0001-01-01,2,True,6,199,
Rosa Jessica Gutierrez Castañeda,Rosa Jessica,Gutierrez Castañeda,0001-01-01,2,True,-1,226,
Erika Luna Tovar,Erika,Luna Tovar,0001-01-01,2,True,-1,248,
Juan Flores Matias,Juan,Flores Matias,0001-01-01,1,True,-1,268,
Linda Torres Saucedo,Linda,Torres Saucedo,0001-01-01,2,True,4,298,
Amalia Beatriz Mendoza Terreros,Amalia Beatriz,Mendoza Terreros,0001-01-01,2,True,-1,50,
Rubid Campos Merino,Rubid,Campos Merino,0001-01-01,2,True,4,66,
Maria Elena Ortiz Perez,Maria Elena,Ortiz Perez,0001-01-01,2,True,-1,72,
Diana Ortega Huerta,Diana,Ortega Huerta,0001-01-01,2,True,-1,78,
Karla Adriana Martinez Lechuga,Karla Adriana,Martinez Lechuga,0001-01-01,2,True,4,21,
Josefina Garcia Hernandez,Josefina,Garcia Hernandez,1973-12-25,2,True,6,116,
Sandra Rubi Montalvo Dominguez,Sandra Rubi,Montalvo Dominguez,0001-01-01,2,True,6,162,
Jose Armando Garcia Avendaño,Jose Armando,Garcia Avendaño,1961-08-27,1,True,4,199,
Carlos Alberto Morales Alvarez,Carlos Alberto,Morales Alvarez,0001-01-01,1,True,4,226,
Xitlalic Ceja Garcia,Xitlalic,Ceja Garcia,1982-01-03,2,True,4,248,
Jesus Roberto Morales Rodriguez,Jesus Roberto,Morales Rodriguez,0001-01-01,1,True,4,268,
Delfina Pozos Vergara,Delfina,Pozos Vergara,0001-01-01,2,True,4,285,
Ana Teresa Aranda Orozco,Ana Teresa,Aranda Orozco,1954-01-26,2,True,4,298,
Marco Humberto Aguilar Coronado,Marco Humberto,Aguilar Coronado,1963-08-31,1,True,4,41,
Carolina Beauregard Martinez,Carolina,Beauregard Martinez,0001-01-01,2,True,4,50,
Mario Gerardo Riestra Piña,Mario Gerardo,Riestra Piña,1981-10-02,1,True,4,59,
Hersilia Onfalia Adamina Cordova Moran,Hersilia Onfalia Adamina,Cordova Moran,1952-07-03,2,True,6,66,
Francisco Alberto Jimenez Merino,Francisco Alberto,Jimenez Merino,1959-09-25,1,True,7,72,
Luis Gerardo Cobo Fernandez,Luis Gerardo,Cobo Fernandez,0001-01-01,1,True,4,78,
Marco Antonio Natale Gutierrez,Marco Antonio,Natale Gutierrez,0001-01-01,1,True,4,21,
Fatima Almendra Cruz Pelaez,Fatima Almendra,Cruz Pelaez,0001-01-01,2,True,4,116,
Esther Martinez Romano,Esther,Martinez Romano,0001-01-01,2,True,2,162,
Ines Parra Juarez,Ines,Parra Juarez,1978-04-20,2,True,4,199,
Mauricio Alonso Toledo Gutierrez,Mauricio Alonso,Toledo Gutierrez,1980-06-19,1,True,4,226,
Alejandro Carvajal Hidalgo,Alejandro,Carvajal Hidalgo,1980-08-02,1,True,4,248,
Raymundo Atanacio Luna,Raymundo,Atanacio Luna,1970-01-06,1,True,4,268,
Sandra Ortiz Vela,Sandra,Ortiz Vela,1973-03-19,2,True,4,298,
Nayeli Salvatori Bojalil,Nayeli,Salvatori Bojalil,1985-08-26,2,True,4,41,
Benjamin Saul Huerta Corona,Benjamin,Saul Huerta Corona,1958-03-31,1,True,4,50,
Mario Miguel Carillo Cubillas,Mario Miguel,Carillo Cubillas,0001-01-01,1,True,7,66,
Nelly Maceda Carrera,Nelly,Maceda Carrera,1979-02-05,2,True,3,72,
Araceli Celestino Rosas,Araceli,Celestino Rosas,0001-01-01,2,True,4,78,
Rene Sanchez Galindo,Rene,Sanchez Galindo,0001-01-01,1,True,-1,59,
Pedro Sierra Perez,Pedro,Sierra Perez,0001-01-01,1,True,-1,22,
Omar De Jesus Nava,Omar,De Jesus Nava,0001-01-01,1,True,-1,227,
Claudia Ordaz Guzman,Claudia,Ordaz Guzman,0001-01-01,2,True,-1,117,
Ramon Stuardo Llamas Servin,Ramon Stuardo,Llamas Servin,0001-01-01,1,True,6,163,
Gabriela Arguelles Solis,Gabriela,Arguelles Solis,0001-01-01,2,True,4,200,
Dulce Jacquelina Huerta Tellez,Dulce Jacuquelina,Huerta Tellez,0001-01-01,2,True,-1,227,
Jorge Luis Montes Nieves,Jorge Luis,Montes Nieves,1981-01-14,1,True,4,117,
Beatriz Silvia Robles Gutierrez,Beatriz Silva,Robles Gutierrez,1965-03-24,2,True,6,163,
Sonia Rocha Acosta,Sonia,Rocha Acosta,1978-03-30,2,True,6,22,
Rosa Maricela Olvera Alvarado,Rosa Maricela,Olvera Alvarado,0001-01-01,2,True,2,22,
Jocelyn Hernandez Dominguez,Jocelyn,Hernandez Dominguez,0001-01-01,2,True,-1,22,
Laura Alexa Hernandez Balboa,Laura Alexa,Hernandez Balboa,0001-01-01,2,True,4,22,
Jose Luis Martinez Barragan,Jose Luis,Martinez Barragan,0001-01-01,1,True,4,22,
Ana Maria Meneses Lopez,Ana Maria,Meneses Lopez,0001-01-01,2,True,-1,22,
Salomon Garcia Montes,Salomon,Garcia Montes,0001-01-01,1,True,6,22,
Rafaela Ortega Diaz,Rafaela,Ortega Diaz,0001-01-01,2,True,3,22,
Jose Ignacio Alberto Rubio Chavez,Jose Ignacio Alberto,Rubio Chavez,1954-04-18,1,True,4,22,
Maria Teresa Paredes Hernandez,Maria Teresa,Paredes Hernandez,0001-01-01,2,True,4,164,
Rubi Daniela Montalvo Espinosa,Rubi Daniela,Montalvo Espinosa,0001-01-01,2,True,4,23,
Victor Manuel Zapata Vales,Victor Manuel,Zapata Vales,0001-01-01,1,True,4,118,
Jose Juan Chilon Colorado,Jose Juan,Chilon Colorado,0001-01-01,1,True,4,164,
Trixia Valle Herrera,Trixia,Valle Herrera,1973-05-28,2,True,6,201,
Joanna Contreras Vazquez,Joanna,Contreras Vazquez,0001-01-01,2,True,2,23,
Sergio Guillermo Zapata Vales,Sergio Guillermo,Zapata Vales,0001-01-01,1,True,1,118,
Gregorio Sanchez Martinez,Gregorio,Sanchez Martinez,1963-03-18,1,True,4,164,
Joanna Maria Guadalupe Guitierrez Martinez,Joanna Maria Guadalupe,Guitierrez Martinez,0001-01-01,2,True,6,201,
Michel Vazquez Tirado,Michel,Vazquez Tirado,0001-01-01,1,True,-1,23,
Marisol Alamilla Betancourt,Marisol,Alamilla Betancourt,0001-01-01,2,True,7,118,
Iris Jaqueline Avila Calderon,Iris Jaqueline,Avila Calderon,0001-01-01,2,True,5,201,
Alondra Margarita Name Rios,Alondra Margarita,Name Rios,1985-09-24,2,True,2,23,
Carlos Mario Villanueva Tenorio,Carlos Mario,Villanueva Tenorio,1972-11-28,1,True,4,118,
Humberto Obet Montiel Herrera,Humberto Obet,Montiel Herrera,0001-01-01,1,True,4,164,
Jose Gabriel Gutierrez Lavin,Jose Gabriel,Gutierrez Lavin,0001-01-01,1,True,7,201,
Angy Estefania Mercado Asencio,Angy Estefania,Mercado Asencio,0001-01-01,2,True,4,23,
Jose Alberto Alonso Ovando,Jose Alberto,Alonso Ovando,1968-01-13,1,True,6,118,
Eloy Peniche Ruiz,Eloy,Peniche Ruiz,0001-01-01,1,True,6,164,
Maria Del Carmen Joaquin Hernandez,Maria Del Carmen,Joaquin Hernandez,0001-01-01,2,True,6,201,
Juan Luis Carrillo Soberanis,Juan Luis,Carrillo Soberanis,1983-11-05,1,True,4,23,
Alma Anahi Gonzalez Hernandez,Alma Anahi,Gonzalez Hernandez,0001-01-01,2,True,4,118,
Willbert Alberto Batun Chulim,Willbert Alberto,Batun Chulim,0001-01-01,1,True,4,164,
Laura Lynn Fernandez Piña,Laura Lynn,Fernandez Piña,1971-06-11,2,True,4,201,
Juan Manuel Navarro Muñiz,Juan Manuel,Navarro Muñiz,0001-01-01,1,True,4,119,
Angelica Mendoza Camacho,Angelica,Mendoza Camacho,0001-01-01,2,True,2,119,
Jose David Rangel Torres,Jose David,Rangel Torres,0001-01-01,1,True,2,119,
Maria Isabel Arriaga Narvaez,Maria Isabel,Arriaga Narvaez,0001-01-01,2,True,1,165,
Roberto Azuara Cabello,Roberto,Azuara Cabello,0001-01-01,1,True,6,202,
